,player,Age,Tm,G,MP,WS,GS,MP.1,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,paint_rebounding,id,3catch_and_shoot,pullupshoot
207,Nene,34,HOU,67,17.9,4.1,8,1198,18.9,0.023,0.496,8.6,16.9,12.8,8.6,2.2,2.7,13.1,19.7,118,106,2.5,1.6,0.165,-0.4,0.9,0.5,0.8,0.197091,2403,0.00054,0.1425
208,Nerlens Noel,22,TOT,51,20.5,4.0,19,1047,20.4,0.003,0.359,9.8,22.3,15.9,8.1,3.1,4.1,12.5,17.6,119,102,2.1,1.9,0.182,-0.5,3.8,3.3,1.4,0.188616,203457,0.0,0.05775
209,Nick Young,31,LAL,60,25.9,3.2,60,1556,14.1,0.665,0.142,1.7,8.2,4.8,5.8,1.2,0.7,5.1,19.5,118,116,3.0,0.2,0.098,2.6,-3.4,-0.7,0.5,0.17097,201156,0.9555,2.0081
210,Nicolas Batum,28,CHO,77,34.0,4.5,77,2617,15.8,0.415,0.291,1.9,18.4,10.1,27.6,1.6,1.0,15.0,22.3,105,108,1.7,2.8,0.083,0.6,0.6,1.2,2.1,0.058339,201587,0.4216,2.15366
211,Nik Stauskas,23,PHI,80,27.4,1.4,27,2188,9.0,0.566,0.237,1.1,10.3,5.7,12.9,1.0,1.2,15.5,16.4,100,112,0.1,1.4,0.031,-1.7,-0.7,-2.4,-0.2,0.065601,203917,0.4048,1.056
212,Nikola Jokic,21,DEN,73,27.9,9.7,59,2038,26.4,0.163,0.267,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,126,109,7.7,2.0,0.229,6.2,2.2,8.3,5.3,0.152796,203999,0.06784,0.17901
213,Nikola Mirotic,25,CHI,70,24.0,3.8,15,1679,14.5,0.603,0.205,3.9,20.9,12.3,6.9,1.6,2.7,10.4,19.8,107,105,1.3,2.5,0.108,0.0,0.5,0.4,1.0,0.112081,202703,0.856,0.60116
214,Nikola Vucevic,26,ORL,75,28.8,4.0,55,2163,19.1,0.073,0.155,8.6,31.2,19.6,16.9,1.8,2.8,9.6,24.8,103,105,0.8,3.2,0.088,-1.3,2.4,1.1,1.7,0.143671,202696,0.02059,0.52773
215,Noah Vonleh,21,POR,74,17.1,1.8,41,1265,10.8,0.074,0.348,11.4,22.5,17.0,3.4,1.2,1.7,17.1,13.1,106,110,0.6,1.2,0.069,-3.5,-0.3,-3.9,-0.6,0.232,203943,0.00472,0.04672
216,Norman Powell,23,TOR,76,18.0,2.8,18,1368,14.0,0.342,0.314,2.2,11.7,6.9,9.3,1.9,0.9,10.8,21.1,109,109,1.4,1.4,0.097,-0.4,-1.2,-1.5,0.2,0.073006,1626181,0.1885,0.43844
217,Otto Porter,23,WAS,80,32.6,9.4,80,2605,17.3,0.425,0.148,5.1,17.1,11.1,6.7,2.2,1.3,4.8,15.1,129,108,6.5,2.9,0.173,3.0,0.9,3.9,3.9,0.1089,203490,0.71556,0.8064
218,PJ Tucker,31,TOT,81,27.6,3.6,21,2236,10.5,0.407,0.193,5.6,17.8,11.6,6.0,2.5,0.7,11.2,11.2,109,109,1.4,2.2,0.078,-0.7,1.6,0.9,1.6,0.132,200782,0.30586,0.24766
219,Pascal Siakam,22,TOR,55,15.6,1.6,38,859,11.5,0.034,0.156,8.4,15.9,12.2,2.9,1.5,4.5,13.1,13.1,106,106,0.4,1.2,0.089,-3.0,1.8,-1.1,0.2,0.1665,1627783,0.0007,0.07326
220,Patrick Beverley,28,HOU,67,30.7,5.3,67,2058,13.0,0.53,0.175,5.0,15.9,10.4,18.8,2.3,1.0,14.6,14.1,116,108,2.9,2.4,0.124,0.8,1.5,2.3,2.2,0.097236,201976,0.47864,0.68068
221,Patrick McCaw,21,GSW,71,15.1,1.7,20,1074,8.6,0.502,0.151,2.4,7.6,5.2,9.0,1.4,1.1,12.1,11.9,107,108,0.6,1.2,0.077,-1.6,-0.1,-1.7,0.1,0.216931,1627775,0.20064,0.20628
222,Patrick Patterson,27,TOR,65,24.6,3.3,8,1599,10.8,0.659,0.156,4.4,16.2,10.3,6.6,1.3,1.2,8.5,12.5,115,109,1.7,1.6,0.1,0.5,0.4,0.9,1.2,0.161838,202335,0.87906,0.1292
223,Patty Mills,28,SAS,80,21.9,5.1,8,1754,15.2,0.572,0.129,1.6,7.4,4.6,24.3,1.9,0.1,13.3,19.5,114,107,2.8,2.2,0.139,2.5,-1.2,1.3,1.5,0.077,201988,0.42804,1.67166
224,Pau Gasol,36,SAS,64,25.4,6.4,39,1627,20.2,0.172,0.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,116,102,3.3,3.1,0.189,0.9,2.8,3.7,2.4,0.128443,2200,0.15308,0.23798
225,Paul George,26,IND,75,35.9,7.1,75,2689,20.2,0.368,0.277,2.5,17.9,10.3,16.1,2.2,0.9,12.6,28.9,109,108,4.0,3.1,0.127,3.1,-0.3,2.8,3.2,0.047064,202331,0.5481,3.37722
226,Paul Millsap,31,ATL,69,34.0,6.4,67,2343,17.8,0.248,0.417,5.3,19.5,12.5,17.9,1.9,2.3,12.1,24.4,108,104,2.6,3.8,0.132,0.5,2.1,2.7,2.7,0.136206,200794,0.21631,1.2467
227,Rajon Rondo,30,CHI,69,26.7,2.3,42,1843,13.6,0.237,0.089,4.2,16.6,10.4,37.0,2.7,0.5,22.4,17.8,99,105,-0.3,2.7,0.061,-1.3,1.6,0.3,1.1,0.024192,200765,0.11656,0.61655
228,Ramon Sessions,30,CHO,50,16.2,0.9,1,811,12.3,0.236,0.449,1.5,8.5,4.9,24.2,1.6,0.3,12.7,20.1,103,111,0.3,0.6,0.054,-2.4,-2.3,-4.8,-0.6,0.05,201196,0.0525,0.5808
229,Randy Foye,33,BRK,69,18.6,0.2,40,1284,7.3,0.625,0.194,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,95,113,-0.6,0.7,0.006,-3.0,-1.0,-3.9,-0.6,0.03002,200751,0.27738,0.53704
230,Raymond Felton,32,LAC,80,21.3,2.0,11,1700,10.9,0.28,0.125,2.2,11.8,7.1,16.3,2.0,1.1,13.3,16.5,101,109,0.2,1.8,0.055,-1.8,0.9,-0.9,0.5,0.14245,101109,0.06232,0.99974
231,Reggie Jackson,26,DET,52,27.4,1.9,50,1424,14.9,0.272,0.201,1.6,7.3,4.3,30.3,1.2,0.3,13.4,26.4,103,111,0.8,1.2,0.065,0.6,-2.1,-1.4,0.2,0.0555,202704,0.0644,2.87453
232,Richard Jefferson,36,CLE,79,20.4,2.1,13,1614,8.2,0.542,0.315,2.0,11.5,6.9,6.6,0.8,0.5,11.8,12.2,111,113,1.3,0.8,0.063,-1.3,-1.0,-2.4,-0.1,0.101132,2210,0.3585,0.11421
233,Richaun Holmes,23,PHI,57,20.9,3.7,17,1193,18.6,0.187,0.25,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,117,106,2.2,1.6,0.151,0.2,1.5,1.7,1.1,0.217756,1626158,0.08601,0.01743
234,Ricky Rubio,26,MIN,75,32.9,6.1,75,2469,16.8,0.302,0.438,3.2,11.4,7.2,38.9,2.6,0.3,20.1,17.4,115,112,4.5,1.7,0.119,1.7,-1.0,0.8,1.7,0.130869,201937,0.1836,1.60816
235,Robert Covington,26,PHI,67,31.6,3.1,67,2119,13.2,0.563,0.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,100,105,0.0,3.2,0.071,-0.7,2.0,1.4,1.8,0.145521,203496,0.9472,0.41735
236,Robin Lopez,28,CHI,81,28.0,4.3,81,2271,14.4,0.003,0.134,11.4,13.2,12.3,5.6,0.4,4.1,9.9,17.5,108,108,1.8,2.4,0.09,-1.9,1.0,-0.9,0.6,0.385904,201577,0.0,0.19651
237,Rodney Hood,24,UTA,59,27.0,2.6,55,1593,12.4,0.461,0.173,1.2,13.1,7.3,10.1,1.3,0.6,8.3,22.9,104,107,0.7,1.9,0.078,-0.3,-0.9,-1.2,0.3,0.0762,203918,0.40866,1.90532
238,Rodney McGruder,25,MIA,78,25.2,2.9,65,1966,9.1,0.478,0.154,5.3,9.2,7.2,8.8,1.2,0.7,10.2,12.3,108,110,1.2,1.7,0.072,-0.8,0.5,-0.4,0.8,0.190092,203585,0.3915,0.19856
239,Ron Baker,23,NYK,52,16.5,-0.1,13,857,7.5,0.396,0.198,1.5,10.8,6.2,17.3,2.0,0.8,19.2,14.8,92,113,-0.6,0.5,-0.008,-3.5,-0.9,-4.4,-0.5,0.137094,1627758,0.10032,0.404
240,Rondae Hollis-Jefferson,22,BRK,78,22.6,2.6,50,1761,13.7,0.124,0.467,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,102,107,0.4,2.2,0.07,-2.9,1.9,-1.0,0.4,0.121326,1626178,0.01648,0.37692
241,Rudy Gobert,24,UTA,81,33.9,14.3,81,2744,23.3,0.002,0.763,13.6,29.5,21.8,5.7,0.9,6.4,15.1,16.7,129,99,8.3,6.0,0.25,1.4,4.5,5.8,5.4,0.156176,203497,0.0,0.0
242,Russell Westbrook,28,OKC,81,34.6,13.1,81,2802,30.6,0.3,0.433,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,112,104,8.5,4.6,0.224,10.9,4.7,15.6,12.4,0.062524,201566,0.05005,5.4366
243,Ryan Anderson,28,HOU,72,29.4,5.2,72,2116,13.5,0.655,0.194,5.8,11.2,8.5,4.7,0.7,0.5,6.2,17.9,119,113,4.0,1.1,0.118,1.8,-2.6,-0.8,0.6,0.274364,201583,1.29276,1.04902
244,Salah Mejri,30,DAL,73,12.4,3.0,11,905,14.8,0.022,0.445,11.9,28.4,19.8,2.4,1.8,6.1,19.6,10.6,121,102,1.3,1.7,0.159,-3.6,3.8,0.2,0.5,0.202191,1626257,0.00022,0.02668
245,Sam Dekker,22,HOU,77,18.4,3.1,2,1419,13.0,0.436,0.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,115,110,1.9,1.2,0.105,-0.4,-0.6,-1.1,0.3,0.15707,1626155,0.2702,0.17052
246,Sean Kilpatrick,27,BRK,70,25.1,1.4,24,1754,13.1,0.419,0.329,1.3,15.4,8.4,14.6,1.2,0.3,13.9,23.9,101,112,0.3,1.1,0.039,-1.2,-1.8,-3.0,-0.4,0.026999,203930,0.29664,1.26283
247,Semaj Christon,24,OKC,64,15.2,0.1,1,973,5.7,0.283,0.139,2.2,7.9,5.0,18.1,1.4,0.5,15.4,12.2,91,111,-0.7,0.8,0.006,-5.0,-1.3,-6.3,-1.1,0.143,203902,0.03392,0.39
248,Serge Ibaka,27,TOT,79,30.7,5.1,79,2422,16.4,0.323,0.127,5.7,19.0,12.2,5.2,0.8,4.2,9.2,20.9,109,109,2.5,2.6,0.101,-0.5,0.1,-0.4,1.0,0.148005,201586,0.4768,0.65987
249,Sergio Rodriguez,30,PHI,68,22.3,0.7,30,1518,11.0,0.47,0.05,1.5,9.9,5.7,35.4,1.5,0.2,18.9,19.3,99,112,-0.3,1.0,0.022,-1.6,-2.4,-4.0,-0.7,0.143,200771,0.09912,1.94866
250,Seth Curry,26,DAL,70,29.0,4.6,42,2029,15.5,0.458,0.142,1.4,9.2,5.1,15.9,2.0,0.3,11.0,19.5,113,110,2.9,1.7,0.109,1.8,-0.4,1.4,1.7,0.025,203552,0.3825,2.19834
251,Shabazz Muhammad,24,MIN,78,19.4,2.7,1,1516,14.9,0.244,0.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,114,116,2.5,0.2,0.086,-0.2,-4.3,-4.4,-0.9,0.282855,203498,0.13456,0.3649
252,Shaun Livingston,31,GSW,76,17.7,2.6,3,1345,10.1,0.009,0.19,2.4,9.4,6.2,13.5,1.4,1.2,15.1,12.9,110,108,1.1,1.6,0.094,-2.5,0.5,-2.0,0.0,0.1576,2733,6e-05,1.0509
253,Shelvin Mack,26,UTA,55,21.9,1.4,9,1205,10.9,0.315,0.202,2.0,10.1,6.1,20.4,1.8,0.2,17.8,19.6,99,107,-0.1,1.5,0.054,-1.7,-0.1,-1.8,0.1,0.039294,202714,0.06498,1.11144
254,Solomon Hill,25,NOP,80,29.7,2.7,71,2374,8.0,0.566,0.268,2.3,11.4,6.8,8.1,1.5,1.1,13.3,11.5,103,109,0.4,2.3,0.055,-1.8,1.5,-0.3,1.0,0.127455,203524,0.555,0.18841
255,Spencer Dinwiddie,23,BRK,59,22.6,2.8,18,1334,12.7,0.334,0.526,2.2,10.7,6.5,20.3,1.6,1.3,15.1,14.1,116,112,1.9,0.9,0.101,-0.7,-0.2,-0.9,0.4,0.033616,203915,0.04123,0.9492
256,Spencer Hawes,28,TOT,54,14.8,1.7,1,797,15.6,0.292,0.188,5.3,21.5,13.4,16.5,0.9,3.3,14.0,19.8,108,107,0.7,1.0,0.102,-1.2,0.8,-0.5,0.3,0.140154,201150,0.11924,0.2212
257,Stanley Johnson,20,DET,77,17.8,0.4,1,1371,7.2,0.422,0.145,2.8,12.7,7.5,10.5,2.1,1.5,15.5,14.8,88,107,-1.4,1.8,0.012,-3.8,1.8,-2.0,0.0,0.102512,1626169,0.17646,0.60342
258,Stephen Curry,28,GSW,79,33.4,12.6,79,2638,24.6,0.547,0.251,2.7,11.4,7.3,31.1,2.6,0.5,13.0,30.1,119,105,8.6,3.9,0.229,7.7,-0.4,7.3,6.2,0.127491,201939,0.52961,3.99234
259,Steven Adams,23,OKC,80,29.9,6.4,80,2389,16.5,0.002,0.392,13.0,15.5,14.2,5.4,1.8,2.6,16.0,16.2,114,107,3.3,3.1,0.13,-0.7,1.2,0.5,1.5,0.328994,203500,0.0,0.01232
260,TJ McConnell,24,PHI,81,26.3,3.8,51,2133,13.7,0.107,0.176,2.0,11.0,6.5,37.5,3.1,0.4,22.4,14.4,107,108,1.4,2.4,0.084,-2.0,0.1,-1.9,0.0,0.0976,204456,0.0072,0.79152
261,TJ Warren,23,PHO,66,31.0,4.1,59,2048,15.6,0.12,0.189,6.5,11.7,9.0,5.8,1.8,1.5,6.1,19.2,113,113,3.0,1.1,0.096,0.2,-0.5,-0.3,0.9,0.2975,203933,0.03502,1.50902
262,Taj Gibson,31,TOT,78,25.5,4.0,71,1989,15.1,0.018,0.223,8.6,18.0,13.2,5.9,1.1,2.6,11.9,19.3,107,107,1.6,2.5,0.098,-2.4,0.3,-2.1,0.0,0.231336,201959,0.00072,0.09065
263,Tarik Black,25,LAL,67,16.3,2.4,16,1091,15.0,0.007,0.371,13.8,20.7,17.1,5.3,1.3,3.3,14.5,15.7,114,111,1.5,0.9,0.105,-1.8,0.2,-1.6,0.1,0.264132,204028,0.0,0.0375
264,Taurean Prince,22,ATL,59,16.6,1.1,10,981,9.8,0.358,0.33,2.8,14.6,8.8,8.4,2.2,2.4,15.7,17.2,96,105,-0.4,1.5,0.054,-3.8,1.5,-2.3,-0.1,0.108747,1627752,0.14504,0.26973
265,Terrence Jones,25,TOT,54,23.5,2.3,12,1270,16.1,0.153,0.346,5.4,20.2,12.7,7.3,1.5,3.5,7.8,21.4,103,105,0.4,1.9,0.087,-2.7,1.3,-1.4,0.2,0.160952,203093,0.0372,0.1841
266,Terrence Ross,25,TOT,78,25.1,3.5,24,1955,13.4,0.524,0.103,1.0,10.9,5.9,7.1,2.3,1.4,8.0,19.3,107,109,1.5,2.0,0.086,0.4,-0.6,-0.2,0.9,0.102712,203082,0.57368,1.62288
267,Terry Rozier,22,BOS,74,17.1,1.4,0,1263,10.8,0.436,0.161,3.6,16.3,10.0,15.2,1.8,0.7,9.7,17.1,100,108,0.0,1.4,0.053,-2.5,0.0,-2.5,-0.2,0.103275,1626179,0.17346,0.62656
268,Thabo Sefolosha,32,ATL,62,25.7,3.3,42,1596,11.9,0.304,0.19,3.8,14.7,9.3,9.9,3.0,1.7,11.9,13.3,105,103,0.6,2.7,0.098,-1.9,3.1,1.2,1.3,0.09216,200757,0.1638,0.323
269,Thaddeus Young,28,IND,74,30.2,4.6,74,2237,14.9,0.172,0.125,6.7,15.8,11.3,8.4,2.6,1.2,11.7,16.5,109,107,1.9,2.7,0.099,0.0,1.5,1.5,2.0,0.194438,201152,0.09794,0.1932
270,Tim Frazier,26,NOP,65,23.5,2.4,35,1525,12.4,0.317,0.319,2.3,9.7,6.0,31.4,1.8,0.3,18.0,16.3,106,110,1.0,1.4,0.075,-1.5,-0.7,-2.2,-0.1,0.106704,204025,0.04867,0.92287
271,Tim Hardaway,24,ATL,79,27.3,4.8,30,2154,15.2,0.457,0.235,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,110,109,2.7,2.1,0.107,1.3,-1.5,-0.3,0.9,0.136851,203501,0.48334,1.37151
272,Timofey Mozgov,30,LAL,54,20.4,1.1,52,1104,12.3,0.003,0.238,9.9,16.4,13.1,5.9,0.7,2.3,16.6,16.8,106,114,0.7,0.4,0.048,-2.8,-0.8,-3.6,-0.4,0.241432,202389,0.0,0.0375
273,Timothe Luwawu-Cabarrot,21,PHI,69,17.2,0.8,19,1190,8.5,0.446,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15.0,17.8,100,112,0.0,0.8,0.034,-2.8,-1.2,-4.0,-0.6,0.1028,1627789,0.27472,0.09408
274,Tobias Harris,24,DET,82,31.3,6.9,48,2567,16.9,0.295,0.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,113,108,4.0,2.8,0.129,1.1,0.1,1.2,2.1,0.116522,202699,0.35991,1.49301
275,Tomas Satoransky,25,WAS,57,12.6,0.6,3,719,8.5,0.253,0.226,3.9,9.1,6.5,16.7,1.8,0.7,19.1,12.1,102,111,0.1,0.5,0.041,-2.9,-0.2,-3.1,-0.2,0.11858,203107,0.02716,0.2118
276,Tony Allen,35,MEM,71,27.0,3.1,66,1914,13.3,0.091,0.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,101,105,0.2,2.9,0.077,-1.8,2.4,0.7,1.3,0.260043,2754,0.01806,0.0285
277,Tony Parker,34,SAS,63,25.2,3.0,63,1587,13.0,0.121,0.206,0.7,7.3,4.0,27.8,1.1,0.1,12.5,20.2,107,109,1.4,1.7,0.091,-1.2,-1.7,-3.0,-0.4,0.023881,2225,0.03672,1.42146
278,Tony Snell,25,MIL,80,29.2,3.4,80,2336,9.7,0.656,0.107,1.1,11.1,6.2,5.9,1.2,0.5,8.8,12.1,114,113,2.1,1.3,0.071,0.2,-1.1,-0.8,0.7,0.056283,203503,1.07358,0.33226
279,Trevor Ariza,31,HOU,80,34.7,6.0,80,2773,12.3,0.695,0.158,2.1,15.9,9.0,8.8,2.5,0.6,8.0,14.1,113,108,2.8,3.2,0.104,0.7,1.0,1.7,2.6,0.066542,2772,1.1187,0.64239
280,Trevor Booker,29,BRK,71,24.7,3.1,43,1754,15.7,0.132,0.186,8.7,25.5,17.2,12.9,2.1,1.2,16.6,18.7,105,107,0.9,2.2,0.086,-1.6,1.8,0.2,1.0,0.110213,202344,0.01617,0.41288
281,Trey Burke,24,WAS,57,12.3,0.5,0,703,10.8,0.275,0.114,1.1,6.4,3.8,20.7,0.8,0.6,15.2,19.6,103,114,0.3,0.3,0.036,-2.3,-3.4,-5.7,-0.7,0.03575,203504,0.06475,1.1656
282,Trey Lyles,21,UTA,71,16.3,0.8,4,1158,10.0,0.465,0.18,4.9,18.1,11.7,9.6,1.2,1.4,11.9,21.7,94,106,-0.9,1.6,0.032,-2.9,-0.1,-3.0,-0.3,0.072846,1626168,0.36034,0.33813
283,Tristan Thompson,25,CLE,78,29.9,7.3,78,2336,15.3,0.007,0.487,14.0,19.6,16.9,4.6,0.8,2.9,10.8,11.3,128,109,5.0,2.3,0.15,0.0,1.5,1.5,2.1,0.24072,202684,0.0,0.05
284,Troy Daniels,25,MEM,67,17.7,1.3,3,1183,10.4,0.717,0.109,2.0,7.9,4.8,6.6,0.9,0.3,8.0,21.7,104,112,0.5,0.8,0.051,0.3,-3.4,-3.1,-0.3,0.1545,203584,0.85778,1.06398
285,Ty Lawson,29,SAC,69,25.1,3.2,24,1732,15.4,0.226,0.416,3.0,8.9,6.0,30.0,2.2,0.3,17.3,19.5,110,113,2.2,1.0,0.088,0.2,-1.5,-1.3,0.3,0.184,201951,0.04672,1.34725
286,Tyler Ennis,22,TOT,53,11.1,0.4,2,588,11.0,0.337,0.12,1.8,6.8,4.3,21.7,2.1,0.3,17.0,19.1,102,114,0.1,0.3,0.033,-2.1,-2.7,-4.7,-0.4,0.08325,203898,0.02142,0.7163
287,Tyler Johnson,24,MIA,73,29.8,5.8,0,2178,15.9,0.303,0.308,2.5,12.5,7.4,16.6,1.9,1.6,8.8,20.9,112,107,3.1,2.7,0.128,0.7,0.7,1.5,1.9,0.10092,204020,0.33638,0.8762
288,Tyler Ulis,21,PHO,61,18.4,0.7,15,1123,13.0,0.181,0.162,1.9,7.5,4.6,30.5,2.0,0.4,14.1,20.3,102,114,0.3,0.4,0.029,-1.4,-2.5,-4.0,-0.6,0.04,1627755,0.01425,2.1692
289,Tyler Zeller,27,BOS,51,10.3,1.0,5,525,13.0,0.006,0.247,9.2,17.0,13.2,12.2,0.7,3.3,10.2,16.5,109,109,0.5,0.6,0.094,-3.2,0.8,-2.5,-0.1,0.293662,203092,0.0,0.06
290,Tyus Jones,20,MIN,60,12.9,1.5,0,774,13.8,0.403,0.238,1.5,8.7,5.0,28.0,3.1,0.6,16.0,13.6,114,111,1.0,0.6,0.095,-0.4,-1.5,-1.9,0.0,0.03575,1626145,0.10255,0.3663
291,Victor Oladipo,24,OKC,67,33.2,4.0,67,2222,13.6,0.378,0.165,1.9,12.6,7.2,12.5,1.7,0.8,10.6,21.4,106,109,1.7,2.3,0.085,-0.4,-0.9,-1.3,0.4,0.060024,203506,0.51834,1.81482
292,Vince Carter,40,MEM,73,24.6,4.0,15,1799,11.7,0.604,0.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,112,108,1.9,2.1,0.106,0.1,0.9,1.0,1.4,0.143208,1713,0.61662,0.54085
293,Wayne Ellington,29,MIA,62,24.2,3.3,13,1500,12.6,0.71,0.077,1.3,8.6,4.9,7.1,1.2,0.2,5.0,17.9,114,111,2.1,1.2,0.105,1.8,-1.9,-0.2,0.7,0.0358,201961,1.03598,1.20175
294,Wesley Johnson,29,LAC,68,11.9,0.9,3,810,8.4,0.59,0.085,3.7,20.8,12.5,3.9,1.8,3.0,8.0,12.5,94,105,-0.3,1.2,0.051,-3.4,1.6,-1.8,0.0,0.062604,202325,0.23083,0.20041
295,Wesley Matthews,30,DAL,73,34.2,3.1,73,2495,11.9,0.566,0.211,0.8,11.8,6.0,13.6,1.6,0.6,9.9,19.4,104,110,1.0,2.1,0.06,0.2,-0.1,0.1,1.3,0.028819,202083,0.76076,1.74294
296,Will Barton,26,DEN,60,28.4,3.3,19,1705,15.5,0.353,0.285,3.8,12.8,8.4,17.7,1.4,1.3,11.5,21.1,112,114,2.5,0.8,0.093,1.3,-1.0,0.3,1.0,0.057915,203115,0.20328,1.33875
297,Willie Cauley-Stein,23,SAC,75,18.9,3.0,21,1421,16.4,0.004,0.314,7.0,20.5,13.8,9.4,1.9,2.9,11.2,19.6,109,108,1.4,1.5,0.1,-2.0,0.9,-1.1,0.3,0.197566,1626161,0.0,0.23874
298,Willie Reed,26,MIA,71,14.5,3.6,5,1031,17.1,0.014,0.309,13.7,22.0,17.8,3.9,0.9,3.6,8.7,15.3,122,105,2.1,1.5,0.168,-1.3,0.7,-0.6,0.4,0.228528,203186,0.00014,0.028
299,Willy Hernangomez,22,NYK,72,18.4,3.4,22,1324,18.9,0.032,0.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,111,108,1.8,1.6,0.123,-0.6,0.6,0.0,0.7,0.185344,1626195,0.0018,0.01443
300,Wilson Chandler,29,DEN,71,30.9,3.6,33,2197,14.9,0.347,0.207,5.2,17.7,11.5,9.8,1.2,1.1,10.0,22.0,109,113,2.4,1.1,0.078,0.5,-1.3,-0.8,0.7,0.123453,201163,0.324,1.37246
301,Zach Randolph,35,MEM,73,24.5,3.2,5,1786,18.5,0.098,0.2,11.3,27.4,19.1,13.5,1.1,0.5,8.6,29.2,103,106,0.8,2.4,0.086,-1.4,-0.7,-2.1,0.0,0.176098,2216,0.02075,0.47388
302,Zaza Pachulia,32,GSW,70,18.1,4.7,70,1268,16.1,0.007,0.41,12.9,22.0,17.7,13.6,2.2,2.0,19.5,15.3,117,101,2.2,2.5,0.177,-0.3,3.0,2.7,1.5,0.1865,2585,0.0,0.028
