Rk,Player,Season,Age,Tm,Lg,G,MP,TS%,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%
230,Jamal Murray\murraja01,2016-17,19,DEN,NBA,82,21.5,.518,10,1764,295,730,180,386,115,344,106,120,41,173,214,170,52,24,113,124,811,.404,.466,.334,.483,.883
231,D'Angelo Russell\russeda01,2016-17,20,LAL,NBA,63,28.7,.518,60,1811,351,867,216,483,135,384,147,188,31,191,222,303,87,16,176,130,984,.405,.447,.352,.483,.782
232,Andre Drummond\drumman01,2016-17,23,DET,NBA,81,29.7,.518,81,2409,483,911,481,904,2,7,137,355,345,771,1116,89,124,89,152,237,1105,.530,.532,.286,.531,.386
233,Cory Joseph\josepco01,2016-17,25,TOR,NBA,80,25.0,.518,22,2003,299,661,251,526,48,135,94,122,51,184,235,265,66,13,108,140,740,.452,.477,.356,.489,.770
234,Rondae Hollis-Jefferson\holliro01,2016-17,22,BRK,NBA,78,22.6,.517,50,1761,235,542,220,475,15,67,190,253,96,356,452,154,82,44,116,177,675,.434,.463,.224,.447,.751
235,P.J. Tucker\tuckepj01,2016-17,31,TOT,NBA,81,27.6,.516,21,2236,199,482,129,286,70,196,72,93,117,355,472,99,116,19,66,196,540,.413,.451,.357,.485,.774
236,Terrence Jones\joneste01,2016-17,25,TOT,NBA,54,23.5,.516,12,1270,231,491,212,416,19,75,103,170,65,241,306,58,40,54,48,67,584,.470,.510,.253,.490,.606
237,Kelly Oubre\oubreke01,2016-17,21,WAS,NBA,79,20.3,.516,5,1605,186,442,132,254,54,188,75,99,61,199,260,47,58,17,49,195,501,.421,.520,.287,.482,.758
238,Mirza Teletovic\teletmi01,2016-17,31,MIL,NBA,70,16.2,.515,2,1133,156,418,52,113,104,305,35,45,11,151,162,48,12,13,37,109,451,.373,.460,.341,.498,.778
239,Matt Barnes\barnema02,2016-17,36,TOT,NBA,74,24.0,.514,18,1777,185,473,98,210,87,263,70,89,70,317,387,194,48,26,107,185,527,.391,.467,.331,.483,.787
240,Tony Parker\parketo01,2016-17,34,SAS,NBA,63,25.2,.514,63,1587,265,569,242,500,23,69,85,117,9,104,113,285,33,2,89,92,638,.466,.484,.333,.486,.726
241,Kris Humphries\humphkr01,2016-17,31,ATL,NBA,56,12.3,.514,4,689,87,214,68,160,19,54,64,82,60,146,206,29,15,21,28,69,257,.407,.425,.352,.451,.780
242,Monta Ellis\ellismo01,2016-17,31,IND,NBA,74,27.0,.514,33,1998,247,557,204,422,43,135,93,128,19,185,204,236,79,27,135,149,630,.443,.483,.319,.482,.727
243,Taurean Waller-Prince\princta02,2016-17,22,ATL,NBA,59,16.6,.513,10,981,114,285,81,183,33,102,74,94,25,132,157,55,43,27,61,96,335,.400,.443,.324,.458,.787
244,Derrick Favors\favorde01,2016-17,25,UTA,NBA,50,23.7,.512,39,1186,203,417,200,407,3,10,67,109,92,213,305,56,45,40,60,103,476,.487,.491,.300,.490,.615
245,Robin Lopez\lopezro01,2016-17,28,CHI,NBA,81,28.0,.511,81,2271,382,775,382,773,0,2,75,104,243,276,519,80,18,117,90,151,839,.493,.494,.000,.493,.721
246,Langston Galloway\gallola01,2016-17,25,TOT,NBA,74,20.2,.510,2,1495,207,545,87,237,120,308,51,64,27,129,156,93,46,6,46,96,585,.380,.367,.390,.490,.797
247,Reggie Jackson\jacksre01,2016-17,26,DET,NBA,52,27.4,.510,50,1424,284,677,218,493,66,184,118,136,21,92,113,270,35,5,114,129,752,.419,.442,.359,.468,.868
248,Andre Roberson\roberan03,2016-17,25,OKC,NBA,79,30.1,.510,79,2376,215,463,170,279,45,184,47,111,98,304,402,79,94,79,51,204,522,.464,.609,.245,.513,.423
249,Joffrey Lauvergne\lauvejo01,2016-17,25,TOT,NBA,70,14.0,.509,1,980,148,336,115,238,33,98,46,73,72,179,251,70,25,6,56,83,375,.440,.483,.337,.490,.630
250,Leandro Barbosa\barbole01,2016-17,34,PHO,NBA,67,14.4,.509,0,963,172,392,137,294,35,98,40,45,15,89,104,81,31,8,48,82,419,.439,.466,.357,.483,.889
251,Tyler Zeller\zellety01,2016-17,27,BOS,NBA,51,10.3,.508,5,525,78,158,78,157,0,1,22,39,43,81,124,42,7,21,20,61,178,.494,.497,.000,.494,.564
252,Dwyane Wade\wadedw01,2016-17,35,CHI,NBA,60,29.9,.508,59,1792,414,955,369,810,45,145,223,281,64,207,271,229,86,41,138,112,1096,.434,.456,.310,.457,.794
253,Dario Saric\saricda01,2016-17,22,PHI,NBA,81,26.3,.508,36,2129,381,927,275,586,106,341,172,220,112,401,513,182,57,30,183,162,1040,.411,.469,.311,.468,.782
254,Marcus Morris\morrima03,2016-17,27,DET,NBA,79,32.5,.508,79,2565,421,1007,303,650,118,357,145,185,77,289,366,160,52,25,87,168,1105,.418,.466,.331,.477,.784
255,C.J. Watson\watsocj01,2016-17,32,ORL,NBA,62,16.3,.507,9,1012,96,248,64,143,32,105,57,66,16,73,89,114,43,2,47,84,281,.387,.448,.305,.452,.864
256,Aaron Brooks\brookaa01,2016-17,32,IND,NBA,65,13.8,.507,0,894,121,300,73,172,48,128,32,40,18,51,69,125,25,9,66,93,322,.403,.424,.375,.483,.800
257,Meyers Leonard\leoname01,2016-17,24,POR,NBA,74,16.5,.507,12,1222,146,378,72,165,74,213,35,40,27,209,236,71,13,28,35,172,401,.386,.436,.347,.484,.875
258,Randy Foye\foyera01,2016-17,33,BRK,NBA,69,18.6,.506,40,1284,118,325,51,122,67,203,54,63,9,146,155,135,35,9,80,99,357,.363,.418,.330,.466,.857
259,Al-Farouq Aminu\aminual01,2016-17,26,POR,NBA,61,29.1,.506,25,1773,183,466,113,254,70,212,96,136,77,374,451,99,60,44,94,102,532,.393,.445,.330,.468,.706
260,Rodney McGruder\mcgruro01,2016-17,25,MIA,NBA,78,25.2,.506,65,1966,190,460,117,240,73,220,44,71,95,162,257,124,45,18,56,140,497,.413,.488,.332,.492,.620
261,Jeff Green\greenje02,2016-17,30,ORL,NBA,69,22.2,.505,11,1534,220,558,167,365,53,193,145,168,39,175,214,81,37,13,75,103,638,.394,.458,.275,.442,.863
262,Jonathon Simmons\simmojo02,2016-17,27,SAS,NBA,78,17.8,.504,8,1392,177,421,147,319,30,102,99,132,20,140,160,126,47,25,76,146,483,.420,.461,.294,.456,.750
263,T.J. McConnell\mccontj01,2016-17,24,PHI,NBA,81,26.3,.504,51,2133,236,512,225,457,11,55,73,90,39,212,251,534,134,10,159,139,556,.461,.492,.200,.472,.811
264,Kent Bazemore\bazemke01,2016-17,27,ATL,NBA,73,26.9,.504,64,1963,295,721,203,455,92,266,119,168,45,186,231,177,91,52,125,165,801,.409,.446,.346,.473,.708
265,Tim Frazier\fraziti01,2016-17,26,NOP,NBA,65,23.5,.504,35,1525,163,404,123,276,40,128,98,129,34,139,173,335,56,6,101,133,464,.403,.446,.313,.453,.760
266,Frank Kaminsky\kaminfr01,2016-17,23,CHO,NBA,75,26.1,.502,16,1954,320,802,204,448,116,354,118,156,57,279,336,162,47,34,76,139,874,.399,.455,.328,.471,.756
267,Brandon Knight\knighbr03,2016-17,25,PHO,NBA,54,21.1,.502,5,1140,209,525,164,386,45,139,132,154,25,93,118,130,27,5,89,87,595,.398,.425,.324,.441,.857
268,Matthew Dellavedova\dellama01,2016-17,26,MIL,NBA,76,26.1,.501,54,1986,208,534,129,319,79,215,82,96,24,123,147,357,53,0,133,153,577,.390,.404,.367,.463,.854
269,Nikola Vucevic\vucevni01,2016-17,26,ORL,NBA,75,28.8,.498,55,2163,483,1031,460,956,23,75,107,160,176,603,779,208,77,74,117,180,1096,.468,.481,.307,.480,.669
270,Raymond Felton\feltora01,2016-17,32,LAC,NBA,80,21.3,.496,11,1700,221,514,175,370,46,144,50,64,33,184,217,191,67,22,83,125,538,.430,.473,.319,.475,.781
271,Ramon Sessions\sessira01,2016-17,30,CHO,NBA,50,16.2,.495,1,811,100,263,79,201,21,62,91,118,11,62,73,129,26,3,46,43,312,.380,.393,.339,.420,.771
272,Boris Diaw\diawbo01,2016-17,34,UTA,NBA,73,17.6,.494,33,1283,146,327,126,246,20,81,26,35,46,112,158,170,18,9,87,83,338,.446,.512,.247,.477,.743
273,Tony Allen\allento01,2016-17,35,MEM,NBA,71,27.0,.493,66,1914,274,595,259,541,15,54,80,130,166,225,391,98,115,29,100,178,643,.461,.479,.278,.473,.615
274,Josh Richardson\richajo01,2016-17,23,MIA,NBA,53,30.5,.493,34,1614,202,513,127,286,75,227,60,77,35,133,168,140,60,39,65,132,539,.394,.444,.330,.467,.779
275,Denzel Valentine\valende01,2016-17,23,CHI,NBA,57,17.1,.492,0,976,102,288,29,80,73,208,14,18,11,140,151,63,30,7,49,86,291,.354,.363,.351,.481,.778
276,Corey Brewer\breweco01,2016-17,30,TOT,NBA,82,15.6,.491,11,1281,147,348,120,230,27,118,50,68,32,134,166,97,61,19,55,133,371,.422,.522,.229,.461,.735
277,Evan Turner\turneev01,2016-17,28,POR,NBA,65,25.5,.491,12,1658,235,552,204,434,31,118,85,103,36,211,247,205,53,24,100,121,586,.426,.470,.263,.454,.825
278,Zach Randolph\randoza01,2016-17,35,MEM,NBA,73,24.5,.490,5,1786,433,964,412,870,21,94,141,193,182,416,598,122,38,10,99,136,1028,.449,.474,.223,.460,.731
279,Isaiah Whitehead\whiteis01,2016-17,21,BRK,NBA,73,22.5,.487,26,1643,204,508,160,359,44,149,91,113,32,152,184,192,42,36,142,175,543,.402,.446,.295,.445,.805
280,Dorian Finney-Smith\finnedo01,2016-17,23,DAL,NBA,81,20.3,.486,35,1642,124,333,68,142,56,191,46,61,55,166,221,67,52,25,45,125,350,.372,.479,.293,.456,.754
281,Marcus Smart\smartma01,2016-17,22,BOS,NBA,79,30.4,.486,24,2399,269,749,175,417,94,332,203,250,78,228,306,364,125,34,159,192,835,.359,.420,.283,.422,.812
282,Lavoy Allen\allenla01,2016-17,27,IND,NBA,61,14.3,.485,5,871,77,168,77,167,0,1,23,33,105,115,220,57,18,24,29,78,177,.458,.461,.000,.458,.697
283,Sergio Rodriguez\rodrise01,2016-17,30,PHI,NBA,68,22.3,.484,30,1518,210,536,118,284,92,252,18,27,21,136,157,344,48,4,128,95,530,.392,.415,.365,.478,.667
284,Emmanuel Mudiay\mudiaem01,2016-17,20,DEN,NBA,55,25.6,.483,41,1406,208,551,152,373,56,178,131,167,29,149,178,217,41,13,123,95,603,.377,.408,.315,.428,.784
285,Tomas Satoransky\satorto01,2016-17,25,WAS,NBA,57,12.6,.480,3,719,61,146,52,109,9,37,23,33,25,58,83,92,26,6,38,60,154,.418,.477,.243,.449,.697
286,Brandon Jennings\jennibr01,2016-17,27,TOT,NBA,81,22.2,.479,13,1802,192,535,113,283,79,252,114,152,29,167,196,395,70,5,128,116,577,.359,.399,.313,.433,.750
287,Ish Smith\smithis01,2016-17,28,DET,NBA,81,24.1,.477,32,1955,329,749,301,644,28,105,72,102,21,214,235,418,61,33,112,127,758,.439,.467,.267,.458,.706
288,Andrew Harrison\harrian01,2016-17,22,MEM,NBA,72,20.5,.477,18,1474,117,360,74,204,43,156,148,194,23,113,136,198,54,20,85,194,425,.325,.363,.276,.385,.763
289,DeAndre Liggins\liggide01,2016-17,28,TOT,NBA,62,12.5,.476,19,777,55,142,38,96,17,46,25,40,20,88,108,54,47,14,42,81,152,.387,.396,.370,.447,.625
290,Brandon Ingram\ingrabr01,2016-17,19,LAL,NBA,79,28.8,.474,40,2279,276,686,221,499,55,187,133,214,60,257,317,166,50,36,116,158,740,.402,.443,.294,.442,.621
291,Tyler Ulis\ulisty01,2016-17,21,PHO,NBA,61,18.4,.474,15,1123,184,437,163,358,21,79,55,71,20,75,95,226,48,5,77,73,444,.421,.455,.266,.445,.775
292,Luol Deng\denglu01,2016-17,31,LAL,NBA,56,26.5,.470,49,1486,164,424,113,259,51,165,46,63,63,232,295,74,48,20,43,61,425,.387,.436,.309,.447,.730
293,Domantas Sabonis\sabondo01,2016-17,20,OKC,NBA,81,20.1,.469,66,1632,192,481,141,322,51,159,44,67,45,242,287,82,39,32,83,200,479,.399,.438,.321,.452,.657
294,Terry Rozier\roziete01,2016-17,22,BOS,NBA,74,17.1,.466,0,1263,151,411,94,232,57,179,51,66,40,187,227,131,45,11,47,69,410,.367,.405,.318,.437,.773
295,Trey Lyles\lylestr01,2016-17,21,UTA,NBA,71,16.3,.464,4,1158,159,439,94,235,65,204,57,79,48,187,235,70,26,20,64,97,440,.362,.400,.319,.436,.722
296,Rajon Rondo\rondora01,2016-17,30,CHI,NBA,69,26.7,.461,42,1843,229,561,179,428,50,133,30,50,73,282,355,461,99,11,168,144,538,.408,.418,.376,.453,.600
297,Malcolm Delaney\delanma01,2016-17,27,ATL,NBA,73,17.1,.456,2,1248,145,388,119,278,26,110,75,93,11,113,124,193,39,1,95,112,391,.374,.428,.236,.407,.806
298,Ron Baker\bakerro01,2016-17,23,NYK,NBA,52,16.5,.456,13,857,82,217,59,131,23,86,28,43,12,86,98,107,34,8,56,74,215,.378,.450,.267,.431,.651
299,Mario Hezonja\hezonma01,2016-17,21,ORL,NBA,65,14.8,.450,2,960,117,330,74,186,43,144,40,50,20,126,146,62,30,14,58,74,317,.355,.398,.299,.420,.800
300,Wesley Johnson\johnswe01,2016-17,29,LAC,NBA,68,11.9,.448,3,810,73,200,44,82,29,118,11,17,26,155,181,23,29,30,18,83,186,.365,.537,.246,.438,.647
301,Stanley Johnson\johnsst04,2016-17,20,DET,NBA,77,17.8,.436,1,1371,129,365,84,211,45,154,36,53,36,153,189,105,56,24,71,121,339,.353,.398,.292,.415,.679
302,Kris Dunn\dunnkr01,2016-17,22,MIN,NBA,78,17.1,.432,7,1333,118,313,97,240,21,73,36,59,24,142,166,188,78,36,89,178,293,.377,.404,.288,.411,.610
303,Semaj Christon\chrisse01,2016-17,24,OKC,NBA,64,15.2,.387,1,973,77,223,65,160,12,63,17,31,19,69,88,130,28,6,43,79,183,.345,.406,.190,.372,.548
